fare_id,route_id,origin_id,destination_id,contains_id
266,,RICH,FTVL,
267,,RICH,COLS,
268,,RICH,SANL,
269,,RICH,BAYF,
270,,RICH,HAYW,
271,,RICH,SHAY,
272,,RICH,UCTY,
273,,RICH,FRMT,
274,,RICH,CAST,
275,,RICH,DUBL,
276,,RICH,PITT,
277,,RICH,NCON,
278,,RICH,COLM,
279,,RICH,CONC,
280,,RICH,PHIL,
281,,RICH,WCRK,
282,,RICH,LAFY,
283,,RICH,ORIN,
284,,RICH,ROCK,
285,,RICH,WOAK,
286,,RICH,EMBR,
287,,RICH,MONT,
288,,RICH,POWL,
289,,RICH,CIVC,
290,,RICH,16TH,
291,,RICH,24TH,
292,,RICH,GLEN,
293,,RICH,BALB,
294,,RICH,DALY,
295,,RICH,OAKL,
296,,RICH,WARM,
297,,RICH,MLPT,
298,,RICH,BERY,
299,,RICH,PCTR,
300,,RICH,ANTC,
301,,DELN,SSAN,
302,,DELN,SBRN,
303,,DELN,SFIA,
304,,DELN,MLBR,
305,,DELN,WDUB,
306,,DELN,RICH,
307,,DELN,DELN,
308,,DELN,PLZA,
309,,DELN,NBRK,
310,,DELN,DBRK,
311,,DELN,ASHB,
312,,DELN,MCAR,
313,,DELN,19TH,
314,,DELN,12TH,
315,,DELN,LAKE,
316,,DELN,FTVL,
317,,DELN,COLS,
318,,DELN,SANL,
319,,DELN,BAYF,
320,,DELN,HAYW,
321,,DELN,SHAY,
322,,DELN,UCTY,
323,,DELN,FRMT,
324,,DELN,CAST,
325,,DELN,DUBL,
326,,DELN,PITT,
327,,DELN,NCON,
328,,DELN,COLM,
329,,DELN,CONC,
330,,DELN,PHIL,
331,,DELN,WCRK,
332,,DELN,LAFY,
333,,DELN,ORIN,
334,,DELN,ROCK,
335,,DELN,WOAK,
336,,DELN,EMBR,
337,,DELN,MONT,
338,,DELN,POWL,
339,,DELN,CIVC,
340,,DELN,16TH,
341,,DELN,24TH,
342,,DELN,GLEN,
343,,DELN,BALB,
344,,DELN,DALY,
345,,DELN,OAKL,
346,,DELN,WARM,
347,,DELN,MLPT,
348,,DELN,BERY,
349,,DELN,PCTR,
350,,DELN,ANTC,
351,,PLZA,SSAN,
352,,PLZA,SBRN,
353,,PLZA,SFIA,
354,,PLZA,MLBR,
355,,PLZA,WDUB,
356,,PLZA,RICH,
357,,PLZA,DELN,
358,,PLZA,PLZA,
359,,PLZA,NBRK,
360,,PLZA,DBRK,
361,,PLZA,ASHB,
362,,PLZA,MCAR,
363,,PLZA,19TH,
364,,PLZA,12TH,
365,,PLZA,LAKE,
366,,PLZA,FTVL,
367,,PLZA,COLS,
368,,PLZA,SANL,
369,,PLZA,BAYF,
370,,PLZA,HAYW,
371,,PLZA,SHAY,
372,,PLZA,UCTY,
373,,PLZA,FRMT,
374,,PLZA,CAST,
375,,PLZA,DUBL,
376,,PLZA,PITT,
377,,PLZA,NCON,
378,,PLZA,COLM,
379,,PLZA,CONC,
380,,PLZA,PHIL,
381,,PLZA,WCRK,
382,,PLZA,LAFY,
383,,PLZA,ORIN,
384,,PLZA,ROCK,
385,,PLZA,WOAK,
386,,PLZA,EMBR,
387,,PLZA,MONT,
388,,PLZA,POWL,
389,,PLZA,CIVC,
390,,PLZA,16TH,
391,,PLZA,24TH,
392,,PLZA,GLEN,
393,,PLZA,BALB,
394,,PLZA,DALY,
395,,PLZA,OAKL,
396,,PLZA,WARM,
397,,PLZA,MLPT,
398,,PLZA,BERY,
399,,PLZA,PCTR,
400,,PLZA,ANTC,
401,,NBRK,SSAN,
402,,NBRK,SBRN,
403,,NBRK,SFIA,
404,,NBRK,MLBR,
405,,NBRK,WDUB,
406,,NBRK,RICH,
407,,NBRK,DELN,
408,,NBRK,PLZA,
409,,NBRK,NBRK,
410,,NBRK,DBRK,
411,,NBRK,ASHB,
412,,NBRK,MCAR,
413,,NBRK,19TH,
414,,NBRK,12TH,
415,,NBRK,LAKE,
416,,NBRK,FTVL,
417,,NBRK,COLS,
418,,NBRK,SANL,
419,,NBRK,BAYF,
420,,NBRK,HAYW,
421,,NBRK,SHAY,
422,,NBRK,UCTY,
423,,NBRK,FRMT,
424,,NBRK,CAST,
425,,NBRK,DUBL,
426,,NBRK,PITT,
427,,NBRK,NCON,
428,,NBRK,COLM,
429,,NBRK,CONC,
430,,NBRK,PHIL,
431,,NBRK,WCRK,
432,,NBRK,LAFY,
433,,NBRK,ORIN,
434,,NBRK,ROCK,
435,,NBRK,WOAK,
436,,NBRK,EMBR,
437,,NBRK,MONT,
438,,NBRK,POWL,
439,,NBRK,CIVC,
440,,NBRK,16TH,
441,,NBRK,24TH,
442,,NBRK,GLEN,
443,,NBRK,BALB,
444,,NBRK,DALY,
445,,NBRK,OAKL,
446,,NBRK,WARM,
447,,NBRK,MLPT,
448,,NBRK,BERY,
449,,NBRK,PCTR,
450,,NBRK,ANTC,
451,,DBRK,SSAN,
452,,DBRK,SBRN,
453,,DBRK,SFIA,
454,,DBRK,MLBR,
455,,DBRK,WDUB,
456,,DBRK,RICH,
457,,DBRK,DELN,
458,,DBRK,PLZA,
459,,DBRK,NBRK,
460,,DBRK,DBRK,
461,,DBRK,ASHB,
462,,DBRK,MCAR,
463,,DBRK,19TH,
464,,DBRK,12TH,
465,,DBRK,LAKE,
466,,DBRK,FTVL,
467,,DBRK,COLS,
468,,DBRK,SANL,
469,,DBRK,BAYF,
470,,DBRK,HAYW,
471,,DBRK,SHAY,
472,,DBRK,UCTY,
473,,DBRK,FRMT,
474,,DBRK,CAST,
475,,DBRK,DUBL,
476,,DBRK,PITT,
477,,DBRK,NCON,
478,,DBRK,COLM,
479,,DBRK,CONC,
480,,DBRK,PHIL,
481,,DBRK,WCRK,
482,,DBRK,LAFY,
483,,DBRK,ORIN,
484,,DBRK,ROCK,
485,,DBRK,WOAK,
486,,DBRK,EMBR,
487,,DBRK,MONT,
488,,DBRK,POWL,
489,,DBRK,CIVC,
490,,DBRK,16TH,
491,,DBRK,24TH,
492,,DBRK,GLEN,
493,,DBRK,BALB,
494,,DBRK,DALY,
495,,DBRK,OAKL,
496,,DBRK,WARM,
497,,DBRK,MLPT,
498,,DBRK,BERY,
499,,DBRK,PCTR,
500,,DBRK,ANTC,
501,,ASHB,SSAN,
502,,ASHB,SBRN,
503,,ASHB,SFIA,
504,,ASHB,MLBR,
505,,ASHB,WDUB,
506,,ASHB,RICH,
507,,ASHB,DELN,
508,,ASHB,PLZA,
509,,ASHB,NBRK,
510,,ASHB,DBRK,
511,,ASHB,ASHB,
512,,ASHB,MCAR,
513,,ASHB,19TH,
514,,ASHB,12TH,
515,,ASHB,LAKE,
516,,ASHB,FTVL,
517,,ASHB,COLS,
518,,ASHB,SANL,
519,,ASHB,BAYF,
520,,ASHB,HAYW,
521,,ASHB,SHAY,
522,,ASHB,UCTY,
523,,ASHB,FRMT,
524,,ASHB,CAST,
525,,ASHB,DUBL,
526,,ASHB,PITT,
527,,ASHB,NCON,
528,,ASHB,COLM,
529,,ASHB,CONC,
530,,ASHB,PHIL,
531,,ASHB,WCRK,
532,,ASHB,LAFY,
533,,ASHB,ORIN,
534,,ASHB,ROCK,
535,,ASHB,WOAK,
536,,ASHB,EMBR,
537,,ASHB,MONT,
538,,ASHB,POWL,
539,,ASHB,CIVC,
540,,ASHB,16TH,
541,,ASHB,24TH,
542,,ASHB,GLEN,
543,,ASHB,BALB,
544,,ASHB,DALY,
545,,ASHB,OAKL,
546,,ASHB,WARM,
547,,ASHB,MLPT,
548,,ASHB,BERY,
549,,ASHB,PCTR,
550,,ASHB,ANTC,
551,,MCAR,SSAN,
552,,MCAR,SBRN,
553,,MCAR,SFIA,
554,,MCAR,MLBR,
555,,MCAR,WDUB,
556,,MCAR,RICH,
557,,MCAR,DELN,
558,,MCAR,PLZA,
559,,MCAR,NBRK,
560,,MCAR,DBRK,
561,,MCAR,ASHB,
562,,MCAR,MCAR,
563,,MCAR,19TH,
564,,MCAR,12TH,
565,,MCAR,LAKE,
566,,MCAR,FTVL,
567,,MCAR,COLS,
568,,MCAR,SANL,
569,,MCAR,BAYF,
570,,MCAR,HAYW,
571,,MCAR,SHAY,
572,,MCAR,UCTY,
573,,MCAR,FRMT,
574,,MCAR,CAST,
575,,MCAR,DUBL,
576,,MCAR,PITT,
577,,MCAR,NCON,
578,,MCAR,COLM,
579,,MCAR,CONC,
580,,MCAR,PHIL,
581,,MCAR,WCRK,
582,,MCAR,LAFY,
583,,MCAR,ORIN,
584,,MCAR,ROCK,
585,,MCAR,WOAK,
586,,MCAR,EMBR,
587,,MCAR,MONT,
588,,MCAR,POWL,
589,,MCAR,CIVC,
590,,MCAR,16TH,
591,,MCAR,24TH,
592,,MCAR,GLEN,
593,,MCAR,BALB,
594,,MCAR,DALY,
595,,MCAR,OAKL,
596,,MCAR,WARM,
597,,MCAR,MLPT,
598,,MCAR,BERY,
599,,MCAR,PCTR,
600,,MCAR,ANTC,
601,,19TH,SSAN,
602,,19TH,SBRN,
603,,19TH,SFIA,
604,,19TH,MLBR,
605,,19TH,WDUB,
606,,19TH,RICH,
607,,19TH,DELN,
608,,19TH,PLZA,
609,,19TH,NBRK,
610,,19TH,DBRK,
611,,19TH,ASHB,
612,,19TH,MCAR,
613,,19TH,19TH,
614,,19TH,12TH,
615,,19TH,LAKE,
616,,19TH,FTVL,
617,,19TH,COLS,
618,,19TH,SANL,
619,,19TH,BAYF,
620,,19TH,HAYW,
621,,19TH,SHAY,
622,,19TH,UCTY,
623,,19TH,FRMT,
624,,19TH,CAST,
625,,19TH,DUBL,
626,,19TH,PITT,
627,,19TH,NCON,
628,,19TH,COLM,
629,,19TH,CONC,
630,,19TH,PHIL,
631,,19TH,WCRK,
632,,19TH,LAFY,
633,,19TH,ORIN,
634,,19TH,ROCK,
635,,19TH,WOAK,
636,,19TH,EMBR,
637,,19TH,MONT,
638,,19TH,POWL,
639,,19TH,CIVC,
640,,19TH,16TH,
641,,19TH,24TH,
642,,19TH,GLEN,
643,,19TH,BALB,
644,,19TH,DALY,
645,,19TH,OAKL,
646,,19TH,WARM,
647,,19TH,MLPT,
648,,19TH,BERY,
649,,19TH,PCTR,
650,,19TH,ANTC,
651,,12TH,SSAN,
652,,12TH,SBRN,
653,,12TH,SFIA,
654,,12TH,MLBR,
655,,12TH,WDUB,
656,,12TH,RICH,
657,,12TH,DELN,
658,,12TH,PLZA,
659,,12TH,NBRK,
660,,12TH,DBRK,
661,,12TH,ASHB,
662,,12TH,MCAR,
663,,12TH,19TH,
664,,12TH,12TH,
665,,12TH,LAKE,
666,,12TH,FTVL,
667,,12TH,COLS,
668,,12TH,SANL,
669,,12TH,BAYF,
670,,12TH,HAYW,
671,,12TH,SHAY,
672,,12TH,UCTY,
673,,12TH,FRMT,
674,,12TH,CAST,
675,,12TH,DUBL,
676,,12TH,PITT,
677,,12TH,NCON,
678,,12TH,COLM,
679,,12TH,CONC,
680,,12TH,PHIL,
681,,12TH,WCRK,
682,,12TH,LAFY,
683,,12TH,ORIN,
684,,12TH,ROCK,
685,,12TH,WOAK,
686,,12TH,EMBR,
687,,12TH,MONT,
688,,12TH,POWL,
689,,12TH,CIVC,
690,,12TH,16TH,
691,,12TH,24TH,
692,,12TH,GLEN,
693,,12TH,BALB,
694,,12TH,DALY,
695,,12TH,OAKL,
696,,12TH,WARM,
697,,12TH,MLPT,
698,,12TH,BERY,
699,,12TH,PCTR,
700,,12TH,ANTC,
701,,LAKE,SSAN,
702,,LAKE,SBRN,
703,,LAKE,SFIA,
704,,LAKE,MLBR,
705,,LAKE,WDUB,
706,,LAKE,RICH,
707,,LAKE,DELN,
708,,LAKE,PLZA,
709,,LAKE,NBRK,
710,,LAKE,DBRK,
711,,LAKE,ASHB,
712,,LAKE,MCAR,
713,,LAKE,19TH,
714,,LAKE,12TH,
715,,LAKE,LAKE,
716,,LAKE,FTVL,
717,,LAKE,COLS,
718,,LAKE,SANL,
719,,LAKE,BAYF,
720,,LAKE,HAYW,
721,,LAKE,SHAY,
722,,LAKE,UCTY,
723,,LAKE,FRMT,
724,,LAKE,CAST,
725,,LAKE,DUBL,
726,,LAKE,PITT,
727,,LAKE,NCON,
728,,LAKE,COLM,
729,,LAKE,CONC,
730,,LAKE,PHIL,
731,,LAKE,WCRK,
732,,LAKE,LAFY,
733,,LAKE,ORIN,
734,,LAKE,ROCK,
735,,LAKE,WOAK,
736,,LAKE,EMBR,
737,,LAKE,MONT,
738,,LAKE,POWL,
739,,LAKE,CIVC,
740,,LAKE,16TH,
741,,LAKE,24TH,
742,,LAKE,GLEN,
743,,LAKE,BALB,
744,,LAKE,DALY,
745,,LAKE,OAKL,
746,,LAKE,WARM,
747,,LAKE,MLPT,
748,,LAKE,BERY,
749,,LAKE,PCTR,
750,,LAKE,ANTC,
751,,FTVL,SSAN,
752,,FTVL,SBRN,
753,,FTVL,SFIA,
754,,FTVL,MLBR,
755,,FTVL,WDUB,
756,,FTVL,RICH,
757,,FTVL,DELN,
758,,FTVL,PLZA,
759,,FTVL,NBRK,
760,,FTVL,DBRK,
761,,FTVL,ASHB,
762,,FTVL,MCAR,
763,,FTVL,19TH,
764,,FTVL,12TH,
765,,FTVL,LAKE,
766,,FTVL,FTVL,
767,,FTVL,COLS,
768,,FTVL,SANL,
769,,FTVL,BAYF,
770,,FTVL,HAYW,
771,,FTVL,SHAY,
772,,FTVL,UCTY,
773,,FTVL,FRMT,
774,,FTVL,CAST,
775,,FTVL,DUBL,
776,,FTVL,PITT,
777,,FTVL,NCON,
778,,FTVL,COLM,
779,,FTVL,CONC,
780,,FTVL,PHIL,
781,,FTVL,WCRK,
782,,FTVL,LAFY,
783,,FTVL,ORIN,
784,,FTVL,ROCK,
785,,FTVL,WOAK,
786,,FTVL,EMBR,
787,,FTVL,MONT,
788,,FTVL,POWL,
789,,FTVL,CIVC,
790,,FTVL,16TH,
791,,FTVL,24TH,
792,,FTVL,GLEN,
793,,FTVL,BALB,
794,,FTVL,DALY,
795,,FTVL,OAKL,
796,,FTVL,WARM,
797,,FTVL,MLPT,
798,,FTVL,BERY,
799,,FTVL,PCTR,
800,,FTVL,ANTC,
801,,COLS,SSAN,
802,,COLS,SBRN,
803,,COLS,SFIA,
804,,COLS,MLBR,
805,,COLS,WDUB,
806,,COLS,RICH,
807,,COLS,DELN,
808,,COLS,PLZA,
809,,COLS,NBRK,
810,,COLS,DBRK,
811,,COLS,ASHB,
812,,COLS,MCAR,
813,,COLS,19TH,
814,,COLS,12TH,
815,,COLS,LAKE,
816,,COLS,FTVL,
817,,COLS,COLS,
818,,COLS,SANL,
819,,COLS,BAYF,
820,,COLS,HAYW,
821,,COLS,SHAY,
822,,COLS,UCTY,
823,,COLS,FRMT,
824,,COLS,CAST,
825,,COLS,DUBL,
826,,COLS,PITT,
827,,COLS,NCON,
828,,COLS,COLM,
829,,COLS,CONC,
830,,COLS,PHIL,
831,,COLS,WCRK,
832,,COLS,LAFY,
833,,COLS,ORIN,
834,,COLS,ROCK,
835,,COLS,WOAK,
836,,COLS,EMBR,
837,,COLS,MONT,
838,,COLS,POWL,
839,,COLS,CIVC,
840,,COLS,16TH,
841,,COLS,24TH,
842,,COLS,GLEN,
843,,COLS,BALB,
844,,COLS,DALY,
845,,COLS,OAKL,
846,,COLS,WARM,
847,,COLS,MLPT,
848,,COLS,BERY,
849,,COLS,PCTR,
850,,COLS,ANTC,
851,,SANL,SSAN,
852,,SANL,SBRN,
853,,SANL,SFIA,
854,,SANL,MLBR,
855,,SANL,WDUB,
856,,SANL,RICH,
857,,SANL,DELN,
858,,SANL,PLZA,
859,,SANL,NBRK,
860,,SANL,DBRK,
861,,SANL,ASHB,
862,,SANL,MCAR,
863,,SANL,19TH,
864,,SANL,12TH,
865,,SANL,LAKE,
866,,SANL,FTVL,
867,,SANL,COLS,
868,,SANL,SANL,
869,,SANL,BAYF,
870,,SANL,HAYW,
871,,SANL,SHAY,
872,,SANL,UCTY,
873,,SANL,FRMT,
874,,SANL,CAST,
875,,SANL,DUBL,
876,,SANL,PITT,
877,,SANL,NCON,
878,,SANL,COLM,
879,,SANL,CONC,
880,,SANL,PHIL,
881,,SANL,WCRK,
882,,SANL,LAFY,
883,,SANL,ORIN,
884,,SANL,ROCK,
885,,SANL,WOAK,
886,,SANL,EMBR,
887,,SANL,MONT,
888,,SANL,POWL,
889,,SANL,CIVC,
890,,SANL,16TH,
891,,SANL,24TH,
892,,SANL,GLEN,
893,,SANL,BALB,
894,,SANL,DALY,
895,,SANL,OAKL,
896,,SANL,WARM,
897,,SANL,MLPT,
898,,SANL,BERY,
899,,SANL,PCTR,
900,,SANL,ANTC,
901,,BAYF,SSAN,
902,,BAYF,SBRN,
903,,BAYF,SFIA,
904,,BAYF,MLBR,
905,,BAYF,WDUB,
906,,BAYF,RICH,
907,,BAYF,DELN,
908,,BAYF,PLZA,
909,,BAYF,NBRK,
910,,BAYF,DBRK,
911,,BAYF,ASHB,
912,,BAYF,MCAR,
913,,BAYF,19TH,
914,,BAYF,12TH,
915,,BAYF,LAKE,
916,,BAYF,FTVL,
917,,BAYF,COLS,
918,,BAYF,SANL,
919,,BAYF,BAYF,
920,,BAYF,HAYW,
921,,BAYF,SHAY,
922,,BAYF,UCTY,
923,,BAYF,FRMT,
924,,BAYF,CAST,
925,,BAYF,DUBL,
926,,BAYF,PITT,
927,,BAYF,NCON,
928,,BAYF,COLM,
929,,BAYF,CONC,
930,,BAYF,PHIL,
931,,BAYF,WCRK,
932,,BAYF,LAFY,
933,,BAYF,ORIN,
934,,BAYF,ROCK,
935,,BAYF,WOAK,
936,,BAYF,EMBR,
937,,BAYF,MONT,
938,,BAYF,POWL,
939,,BAYF,CIVC,
940,,BAYF,16TH,
941,,BAYF,24TH,
942,,BAYF,GLEN,
943,,BAYF,BALB,
944,,BAYF,DALY,
945,,BAYF,OAKL,
946,,BAYF,WARM,
947,,BAYF,MLPT,
948,,BAYF,BERY,
949,,BAYF,PCTR,
950,,BAYF,ANTC,
951,,HAYW,SSAN,
952,,HAYW,SBRN,
953,,HAYW,SFIA,
954,,HAYW,MLBR,
955,,HAYW,WDUB,
956,,HAYW,RICH,
957,,HAYW,DELN,
958,,HAYW,PLZA,
959,,HAYW,NBRK,
960,,HAYW,DBRK,
961,,HAYW,ASHB,
962,,HAYW,MCAR,
963,,HAYW,19TH,
964,,HAYW,12TH,
965,,HAYW,LAKE,
966,,HAYW,FTVL,
967,,HAYW,COLS,
968,,HAYW,SANL,
969,,HAYW,BAYF,
970,,HAYW,HAYW,
971,,HAYW,SHAY,
972,,HAYW,UCTY,
973,,HAYW,FRMT,
974,,HAYW,CAST,
975,,HAYW,DUBL,
976,,HAYW,PITT,
977,,HAYW,NCON,
978,,HAYW,COLM,
979,,HAYW,CONC,
980,,HAYW,PHIL,
981,,HAYW,WCRK,
982,,HAYW,LAFY,
983,,HAYW,ORIN,
984,,HAYW,ROCK,
985,,HAYW,WOAK,
986,,HAYW,EMBR,
987,,HAYW,MONT,
988,,HAYW,POWL,
989,,HAYW,CIVC,
990,,HAYW,16TH,
991,,HAYW,24TH,
992,,HAYW,GLEN,
993,,HAYW,BALB,
994,,HAYW,DALY,
995,,HAYW,OAKL,
996,,HAYW,WARM,
997,,HAYW,MLPT,
998,,HAYW,BERY,
999,,HAYW,PCTR,
1000,,HAYW,ANTC,
1001,,SHAY,SSAN,
1002,,SHAY,SBRN,
1003,,SHAY,SFIA,
1004,,SHAY,MLBR,
1005,,SHAY,WDUB,
1006,,SHAY,RICH,
1007,,SHAY,DELN,
1008,,SHAY,PLZA,
1009,,SHAY,NBRK,
1010,,SHAY,DBRK,
1011,,SHAY,ASHB,
1012,,SHAY,MCAR,
1013,,SHAY,19TH,
1014,,SHAY,12TH,
1015,,SHAY,LAKE,
1016,,SHAY,FTVL,
1017,,SHAY,COLS,
1018,,SHAY,SANL,
1019,,SHAY,BAYF,
1020,,SHAY,HAYW,
1021,,SHAY,SHAY,
1022,,SHAY,UCTY,
1023,,SHAY,FRMT,
1024,,SHAY,CAST,
1025,,SHAY,DUBL,
1026,,SHAY,PITT,
1027,,SHAY,NCON,
1028,,SHAY,COLM,
1029,,SHAY,CONC,
1030,,SHAY,PHIL,
1031,,SHAY,WCRK,
1032,,SHAY,LAFY,
1033,,SHAY,ORIN,
1034,,SHAY,ROCK,
1035,,SHAY,WOAK,
1036,,SHAY,EMBR,
1037,,SHAY,MONT,
1038,,SHAY,POWL,
1039,,SHAY,CIVC,
1040,,SHAY,16TH,
1041,,SHAY,24TH,
1042,,SHAY,GLEN,
1043,,SHAY,BALB,
