stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3405,59499,"San Pablo Av & 25th St",,37.815282,-122.274668,E,,,,,0
1353,52669,"Warm Springs Blvd & Camphor Av",,37.474390,-121.920801,E,,,,,0
5274,51284,"23rd Av & International Blvd",,37.783601,-122.235707,E,,,,,0
932,51660,"San Pablo Av & Schmidt Ln",,37.913913,-122.310212,E,,,,,0
3838,52850,"29th St & Rheem Av",,37.950158,-122.338764,E,,,,,0
2006,51989,"104th Av & Sunnyside St",,37.742086,-122.159400,E,,,,,0
3959,56881,"Harbour Way & MacDonald Av",,37.935263,-122.360095,E,,,,,0
4436,54270,"Fairway Dr & Monarch Bay Dr",,37.695840,-122.185874,E,,,,,0
881,59942,"Fairmount Av & Colusa Av",,37.904120,-122.291407,E,,,,,0
5327,51503,"Broadway & Kaiser Hospital Entrance",,37.823542,-122.259017,E,,,,,0
3233,56156,"Martin Luther King Jr Way & 59th St",,37.843982,-122.270769,E,,,,,0
5064,55654,"Arlington Av & Coventry Rd",,37.903682,-122.278246,E,,,,,0
2134,59459,"35th Av & Allendale Av",,37.789120,-122.208332,E,,,,,0
1481,51568,"21270 Cabot Blvd",,37.642821,-122.137130,E,,,,,0
3050,54764,"Leimert Blvd & Clemens Rd",,37.811859,-122.212612,E,,,,,0
3770,59988,"Highland Way & Highland Av",,37.825041,-122.231964,E,,,,,0
4257,55538,"E 14th St & 150th Av",,37.706090,-122.129525,E,,,,,0
978,50973,"40th St & Adeline St",,37.831389,-122.278648,E,,,,,0
3604,54822,"W MacArthur Blvd & Moss Av",,37.821282,-122.254401,E,,,,,0
605,52589,"Sacramento St & Hearst Av",,37.872014,-122.281987,E,,,,,0
3806,50499,"13th St & Lincoln Av",,37.946233,-122.357293,E,,,,,0
5848,51949,"Barrett Av & 18th St",,37.938375,-122.352148,E,,,,,0
759,55365,"University Av & San Pablo Av",,37.869251,-122.291845,E,,,,,0
1368,55160,"Warm Springs Blvd & Starlite Way",,37.473274,-121.919809,E,,,,,0
1281,58560,"Paseo Padre Pkwy & Sioux Dr",,37.513541,-121.931473,E,,,,,0
4907,53755,"N Milpitas Blvd & Dixon Rd",,37.457887,-121.911431,E,,,,,0
2082,53387,"14th St & Mandela Pkwy",,37.810594,-122.291011,E,,,,,0
816,59924,"Arlington Blvd & Havens Pl",,37.921679,-122.291260,E,,,,,0
4598,53757,"Alvarado-Niles Rd & Dowe Av",,37.593372,-122.044177,E,,,,,0
3880,58797,"Carlson Blvd & Columbia Av",,37.905354,-122.307070,E,,,,,0
3280,53324,"Mountain Blvd & Broadway Ter",,37.839517,-122.219768,E,,,,,0
2849,56259,"8335 Golf Links Rd",,37.762041,-122.162203,E,,,,,0
2738,57466,"Embarcadero W & Franklin St",,37.795086,-122.275805,E,,,,,0
3623,58122,"Peralta St & 17th St",,37.813288,-122.292315,E,,,,,0
3915,54494,"Cutting Blvd & S 35th St",,37.925171,-122.336223,E,,,,,0
3940,59564,"Garvin Av & 28th St",,37.943595,-122.341082,E,,,,,0
1589,55665,"Hayward BART",,37.669284,-122.086098,E,,,,,0
5032,53643,"Center St & David St",,37.695682,-122.061965,E,,,,,0
4934,59477,"Redwood Rd & Norbridge Av",,37.692213,-122.074034,E,,,,,0
4191,55083,"Aurora Dr & Fairway Dr",,37.697558,-122.181749,E,,,,,0
5269,51273,"Fruitvale Av & Brookdale Av",,37.792881,-122.219214,E,,,,,0
5165,53203,"San Pablo Dam Rd & Terri Ann Ln",,37.958304,-122.280614,E,,,,,0
1620,57734,"Hesperian Blvd & Sueirro St",,37.662249,-122.115748,E,,,,,0
3542,50411,"Telegraph Av & 32nd St",,37.821039,-122.266788,E,,,,,0
5716,51828,"11th St & Clay St",,37.803309,-122.275305,E,,,,,0
6251,52981,"E 14th St & Elgin St",,37.691787,-122.109600,E,,,,,0
4158,59532,"Marina Way S & Regatta Blvd",,37.917142,-122.356050,E,,,,,0
1957,58800,"Newark Blvd & Lido Faire",,37.549005,-122.046755,E,,,,,0
2892,57854,"Hansom Dr & Coach Dr",,37.770239,-122.136388,E,,,,,0
1108,50156,"Gallaudet Dr & Walnut Av",,37.560654,-121.967187,E,,,,,0
1173,52752,"2557 Mowry Av",,37.556013,-121.982581,E,,,,,0
4494,52205,"Church Ln & San Pablo Av",,37.958469,-122.340639,E,,,,,0
2550,56656,"College Av & Oak Grove Av (Opp. Claremont Mid.Sch)",,37.845724,-122.251995,E,,,,,0
4059,51433,"Regatta Blvd & Melville Square Dr",,37.915927,-122.347032,E,,,,,0
752,54393,"University Av & Marina Blvd",,37.864765,-122.311537,E,,,,,0
1868,58678,"Carter Av & Sycamore St",,37.528357,-122.036972,E,,,,,0
5599,54963,"Bancroft Way & Telegraph Av",,37.868614,-122.260522,E,,,,,0
1111,55105,"Grimmer Blvd & Blacow Rd",,37.522037,-121.968812,E,,,,,0
1233,57960,"Page Av & Milmont St",,37.468721,-121.925336,E,,,,,0
5218,50943,"Landing Pkwy & Warren Av",,37.482674,-121.942084,E,,,,,0
704,54352,"Spruce St & Rose St",,37.882625,-122.266223,E,,,,,0
1441,59665,"A St & Filbert St",,37.668723,-122.095696,E,,,,,0
2711,52000,"Eastmont Transit Center",,37.768992,-122.173903,E,,,,,0
1358,55626,"Warm Springs Blvd & Gable Dr (Near Hammond Av)",,37.477954,-121.922536,E,,,,,0
2181,59885,"40th St & West St",,37.830283,-122.270834,E,,,,,0
5143,57897,"5023 San Pablo Dam Rd",,37.963079,-122.288595,E,,,,,0
2244,59979,"7th St & Campbell St (United States Post Office)",,37.806309,-122.299906,E,,,,,0
1134,51577,"Mission Blvd & Anza St",,37.531016,-121.919345,E,,,,,0
1467,50776,"B St & 7th St",,37.680189,-122.070099,E,,,,,0
2809,58765,"Foothill Blvd & Havenscourt Blvd",,37.770464,-122.181582,E,,,,,0
4161,57898,"Hall Av & Marina Way S",,37.913817,-122.356515,E,,,,,0
1342,53911,"Walnut Av & Gallaudet Dr",,37.560969,-121.968812,E,,,,,0
691,53856,"Spruce St & Acacia Walk",,37.899376,-122.270826,E,,,,,0
4895,58699,"Mission Blvd & Blossom Way",,37.681871,-122.095786,E,,,,,0
5316,51464,"Santa Clara Av & Everett St",,37.764465,-122.240394,E,,,,,0
2178,55466,"40th St & Telegraph Av",,37.829224,-122.264161,E,,,,,0
2712,57000,"Eastmont Transit Center",,37.769185,-122.174412,E,,,,,0
5941,52189,"Harbour Way South & Maine Av",,37.928274,-122.359968,E,,,,,0
396,52323,"College Av & Woolsey St",,37.854163,-122.252703,E,,,,,0
2275,59366,"82nd Av & Hillside St",,37.761375,-122.167818,E,,,,,0
2707,55337,"E 31st St & Stuart St (Opp. Highland Hospital)",,37.799398,-122.231674,E,,,,,0
38,54130,"Encinal Av & Paru St",,37.769350,-122.260037,E,,,,,0
466,54865,"Euclid Av & Rose Walk",,37.883115,-122.261606,E,,,,,0
2988,56926,"Jackson St & 3rd St",,37.794259,-122.270079,E,,,,,0
3691,50197,"Wood St & 8th St",,37.808224,-122.301793,E,,,,,0
3576,51459,"Tompkins Av & Daisy St",,37.784791,-122.185134,E,,,,,0
3194,58118,"Market St & 55th St",,37.839138,-122.273795,E,,,,,0
3945,51341,"Garvin Av & 32nd St",,37.943595,-122.336636,E,,,,,0
725,51005,"Telegraph Av & Stuart St",,37.859921,-122.259027,E,,,,,0
1086,56625,"Fremont Blvd & Nicolet Av",,37.566684,-122.023561,E,,,,,0
4560,56761,"San Pablo Av & Purisima St",,37.964157,-122.345208,E,,,,,0
3198,59090,"Market St & 59th St",,37.843523,-122.275026,E,,,,,0
3476,53483,"Sequoyah Rd & Oak Hill Rd",,37.762818,-122.141246,E,,,,,0
6181,52597,"Fruitvale",,37.776536,-122.223580,E,,,,,0
4946,56741,"Seven Hills Rd & Brickell Way",,37.708765,-122.068817,E,,,,,0
4491,54540,"Church Ln & El Portal Dr",,37.962550,-122.336448,E,,,,,0
4234,57254,"Davis St & Alvarado St",,37.723019,-122.163187,E,,,,,0
4329,53290,"Lewelling Blvd & Hesperian Blvd",,37.686818,-122.130688,E,,,,,0
4160,59343,"S Garrard Blvd & W Cutting Blvd",,37.925507,-122.383407,E,,,,,0
2040,53329,"12th St & Martin Luther King Jr Way",,37.805024,-122.277103,E,,,,,0
4550,54597,"13685 San Pablo Av",,37.957650,-122.338493,E,,,,,0
554,50544,"Martin Luther King Jr Way & Russell St",,37.856370,-122.271206,E,,,,,0
4646,54166,"Mission Blvd & Whipple Rd",,37.606819,-122.020454,E,,,,,0
6217,52902,"Fremont Blvd:Central Av",,37.556817,-122.004060,E,,,,,0
186,55975,"Webster St & Central Av",,37.771734,-122.276806,E,,,,,0
4023,59891,"Mc Bryde Av & Humboldt St",,37.948331,-122.326900,E,,,,,0
4630,50509,"Dyer St & Alvarado-Niles Rd",,37.596593,-122.070844,E,,,,,0
2431,54885,"Bancroft Av & Ritchie St",,37.761953,-122.172188,E,,,,,0
2113,58080,"23rd Av & E 27th St",,37.793466,-122.226687,E,,,,,0
4336,55398,"Lewelling Blvd & Tropic Ct",,37.686535,-122.137508,E,,,,,0
5153,52265,"San Pablo Dam Rd & El Portal Dr",,37.964532,-122.317442,E,,,,,0
4973,56794,"Stanton Av & Acorn St",,37.701916,-122.095069,E,,,,,0
5860,51979,"EstudillAv & Morgan Av",,37.728920,-122.141847,E,,,,,0
72,52165,"Lincoln Av & 6th St",,37.775357,-122.279193,E,,,,,0
4906,50605,"N Milpitas Blvd & Dixon Landing Rd",,37.456584,-121.911461,E,,,,,0
281,53327,"Adeline St & Ashby Av",,37.855424,-122.268619,E,,,,,0
2919,51688,"Harrison St & Hamilton Pl",,37.814881,-122.259572,E,,,,,0
2869,54774,"Grand Av & MacArthur Blvd",,37.810288,-122.248922,E,,,,,0
3600,51955,"W MacArthur Blvd & Broadway (Kaiser Hospital)",,37.824452,-122.258322,E,,,,,0
2025,54575,"10th St & Kaiser Convention Center",,37.796700,-122.260754,E,,,,,0
4256,56632,"E 14th St & 148th Av",,37.708786,-122.133813,E,,,,,0
5097,51061,"Colusa Av & Lynn Av",,37.900983,-122.288292,E,,,,,0
4837,53218,"Grove Way & Tanglewood Dr",,37.684510,-122.082404,E,,,,,0
1581,53369,"Harris Rd & Manon Av",,37.636064,-122.068583,E,,,,,0
1547,58859,"Dyer St & Whipple Rd",,37.604462,-122.068923,E,,,,,0
2396,51883,"Ascot Dr & Ascot Pl",,37.819748,-122.200621,E,,,,,0
2344,53663,"98th Av & Olive St",,37.747544,-122.163909,E,,,,,0
1726,51410,"Santa Clara St & Santa Clara Way",,37.665582,-122.102292,E,,,,,0
1141,53166,"Mission Blvd & Cougar Dr",,37.513283,-121.919241,E,,,,,0
475,51120,"Gilman St & Cornell Av",,37.881026,-122.293417,E,,,,,0
1025,54232,"Decoto Rd & Ozark River Way",,37.568856,-122.034007,E,,,,,0
5175,58838,"Valley View Rd & Valley View Ct",,37.967148,-122.284287,E,,,,,0
4220,57857,"Bancroft Av & Victoria Cir",,37.736746,-122.153227,E,,,,,0
1048,52352,"Fremont Blvd & Blacow Rd",,37.524670,-121.957533,E,,,,,0
2560,52960,"4024 Coolidge Av",,37.803948,-122.203130,E,,,,,0
4085,54413,"3400 Richmond Pkwy",,37.989341,-122.322410,E,,,,,0
1125,51993,"Grimmer Blvd & Valpey Park Av",,37.519669,-121.968179,E,,,,,0
1440,56526,"A St & Filbert St",,37.668255,-122.096062,E,,,,,0
3899,59349,"Carlson Blvd & Sutter Av",,37.908913,-122.309363,E,,,,,0
3937,59453,"Garvin Av & 23rd St",,37.943695,-122.347265,E,,,,,0
3169,59926,"Mandana Blvd & Lake Shore Av",,37.811386,-122.241725,E,,,,,0
3724,50548,"Adeline St & 35th St",,37.827034,-122.280066,E,,,,,0
2065,54250,"14th Av & Vallecito Pl",,37.796600,-122.232974,E,,,,,0
4192,55484,"Aurora Dr & Marina Blvd",,37.703184,-122.185493,E,,,,,0
1142,52003,"Mission Blvd & Dalgo Rd",,37.554146,-121.946844,E,,,,,0
3847,50811,"7th St & Lincoln Av",,37.946273,-122.362805,E,,,,,0
4575,58595,"Vale Rd & Medical Offices",,37.953462,-122.338241,E,,,,,0
6243,52962,"Walnut Av & Paseo Padre Pkwy",,37.552276,-121.977420,E,,,,,0
2376,59380,"Alcatraz Av & Dana St",,37.850395,-122.258553,E,,,,,0
2534,54439,"Claremont Av & Chabot Rd",,37.846017,-122.255158,E,,,,,0
5907,52139,"Pan Am Way & W Tower Av",,37.783245,-122.298201,E,,,,,0
2089,53460,"14th St & Poplar St",,37.810341,-122.289057,E,,,,,0
1404,55190,"Mission Blvd & Niles Canyon Rd",,37.576880,-121.971770,E,,,,,0
2120,50553,"23rd Av & Foothill Blvd (Garfield School)",,37.785337,-122.234037,E,,,,,0
4592,55815,"Alvarado Blvd & Union City Blvd",,37.591517,-122.080366,E,,,,,0
1270,54643,"Paseo Padre Pkwy & Pine St",,37.523783,-121.928658,E,,,,,0
1106,53970,"Gallaudet Dr & In School For D",,37.558924,-121.964450,E,,,,,0
4608,57215,"Alvarado-Niles Rd & Monterra Ter",,37.584780,-122.012366,E,,,,,0
1297,58245,"S Grimmer Blvd & Enterprise St",,37.504817,-121.958818,E,,,,,0
4753,54586,"Castro Valley Blvd & Wisteria St",,37.694986,-122.084703,E,,,,,0
4726,59441,"Bockman Rd & Via Amigos",,37.671199,-122.145564,E,,,,,0
362,58958,"Cedar St & Acton St",,37.876310,-122.285181,E,,,,,0
4222,59933,"Bay Fair BART",,37.696458,-122.125629,E,,,,,0
4354,55469,"Merced St & Marina Blvd",,37.708142,-122.170708,E,,,,,0
6164,52541,"San Leandro BART",,37.721569,-122.160166,E,,,,,0
2066,58854,"14th St & Adeline St",,37.809356,-122.285864,E,,,,,0
4597,57844,"Alvarado-Niles Rd & Central Av",,37.592485,-122.040032,E,,,,,0
619,59591,"San Pablo Av & Allston Way",,37.866481,-122.291436,E,,,,,0
4519,58446,"Market Av & 15th St",,37.958429,-122.354893,E,,,,,0
2164,52532,"35th Av & School St",,37.790733,-122.205834,E,,,,,0
3485,55415,"Shattuck Av & Aileen St",,37.842126,-122.264848,E,,,,,0
1731,59982,"Schafer Rd & Tyrrell Av",,37.640870,-122.076775,E,,,,,0
3876,55374,"Carlson Blvd & Carl Av",,37.912542,-122.320175,E,,,,,0
1044,53115,"Fremont Blvd & Alder Av (American Sr High School)",,37.562291,-122.015315,E,,,,,0
1091,56119,"Fremont Blvd & Paseo Padre Pkwy",,37.575591,-122.041632,E,,,,,0
2975,59443,"Hillmont Dr & Archmont Pl",,37.778349,-122.172575,E,,,,,0
5219,50949,"Stevenson Blvd & Besco Dr",,37.533427,-121.978815,E,,,,,0
4891,51132,"Miramar Av & Rolando Av",,37.702660,-122.101596,E,,,,,0
135,55675,"Santa Clara Av & 8th St",,37.773159,-122.272867,E,,,,,0
339,56870,"Ashby Av & Pine Av",,37.857906,-122.248704,E,,,,,0
5954,52318,"Warm Springs Blvd & Warm Springs Ct",,37.496836,-121.934024,E,,,,,0
411,52556,"Dwight Way & 7th St",,37.860206,-122.293678,E,,,,,0
3928,54848,"Cutting Blvd & Marina Way S",,37.925103,-122.355499,E,,,,,0
4162,50134,"MacDonald Av & Marina Way",,37.935775,-122.356570,E,,,,,0
569,55200,"North Berkeley BART",,37.874290,-122.283182,E,,,,,0
5603,55667,"Hayward BART",,37.669504,-122.086192,E,,,,,0
4795,54123,"Fairmont Dr & 152nd Av",,37.706986,-122.123174,E,,,,,0
3890,53340,"Carlson Blvd & S 37th St",,37.922606,-122.334336,E,,,,,0
1302,58645,"S Grimmer Blvd & Parkmeadow Dr",,37.506778,-121.932463,E,,,,,0
448,57523,"Euclid Av & Easter Way",,37.892677,-122.264909,E,,,,,0
2937,53899,"Hegenberger Rd & Collins Dr",,37.745819,-122.196295,E,,,,,0
379,50432,"Claremont Av & Hazel Rd",,37.856285,-122.246638,E,,,,,0
1681,57553,"Mission Blvd & Blanche St",,37.614280,-122.029490,E,,,,,0
3494,56864,"Skyline Blvd & Bacon Rd",,37.795336,-122.160820,E,,,,,0
1933,53551,"Haley St & Railroad Crossing",,37.541437,-122.053737,E,,,,,0
3849,52411,"7th St & Lucas Av",,37.944296,-122.362556,E,,,,,0
5554,51625,"Marina Bay Pkwy & Regatta Blvd",,37.916319,-122.344507,E,,,,,0
3326,58865,"4135 Park Blvd",,37.806780,-122.223924,E,,,,,0
2847,58997,"Glen Av & Panama Ct",,37.825309,-122.251797,E,,,,,0
2081,58563,"14th St & Mandela Pkwy",,37.810698,-122.290589,E,,,,,0
6286,53085,"Shattuck Av & 59th St",,37.844200,-122.265140,E,,,,,0
2405,59575,"Bancroft Av & 73rd Av",,37.766104,-122.176382,E,,,,,0
2328,56569,"98th Av & Cherokee Av (Bishop O'Dowd High School)",,37.751422,-122.155424,E,,,,,0
5035,58040,"Heyer Av & Center St",,37.703975,-122.061743,E,,,,,0
1046,56551,"Fremont Blvd & Beacon Av",,37.546940,-121.984824,E,,,,,0
4058,53165,"Potrero Av & S 49th St",,37.921032,-122.323723,E,,,,,0
6264,53019,"San Pablo Av & Wall Av",,37.928090,-122.320220,E,,,,,0
1194,55215,"Mowry Av & Paseo Padre Pkwy",,37.554446,-121.983849,E,,,,,0
2111,57795,"23rd Av & E 24th St",,37.790897,-122.229023,E,,,,,0
507,54513,"Grizzly Peak Blvd & Sunset Ln",,37.898122,-122.262289,E,,,,,0
5782,57781,"Huntwood Av & Olympic Av",,37.623944,-122.059212,E,,,,,0
461,56587,"Euclid Av & Regal Rd",,37.893963,-122.263767,E,,,,,0
4507,53733,"Contra Costa College",,37.970847,-122.339928,E,,,,,0
3827,54547,"23rd St & Downer Av",,37.942801,-122.347378,E,,,,,0
4800,54770,"Fairmont Dr & Foothill Blvd",,37.709769,-122.122124,E,,,,,0
3636,55474,"Madison St & 9th St",,37.797860,-122.266490,E,,,,,0
635,55929,"San Pablo Av & Harrison St",,37.882043,-122.296452,E,,,,,0
2497,57773,"Broadway & 42nd St (Oakland Technical High School)",,37.831387,-122.254451,E,,,,,0
2232,56453,"73rd Av & Garfield Av",,37.766661,-122.175694,E,,,,,0
4578,56613,"San Pablo Dam Rd & Princeton Plaza",,37.962861,-122.325415,E,,,,,0
4124,54022,"Tewksbury Av & Washington Av",,37.928014,-122.384057,E,,,,,0
2720,56005,"Edes Av & Jones Av",,37.737740,-122.188338,E,,,,,0
1280,56860,"Paseo Padre Pkwy & Sioux Dr",,37.513842,-121.931088,E,,,,,0
4235,55419,"Davis St & Douglas Dr",,37.721259,-122.170361,E,,,,,0
705,55712,"Spruce St & San Benito Rd",,37.890902,-122.267297,E,,,,,0
1939,54380,"35209 Lido Blvd",,37.545767,-122.047757,E,,,,,0
886,53512,"Hill St & Liberty St",,37.924657,-122.314691,E,,,,,0
3528,50598,"Snake Rd & Shepherd Canyon Rd",,37.824432,-122.206450,E,,,,,0
544,58115,"Martin Luther King Jr Way & Dwight Way",,37.863105,-122.272183,E,,,,,0
547,54787,"Martin Luther King Jr Way & Parker St",,37.861294,-122.271978,E,,,,,0
4897,56681,"Mission Blvd & Cherry Way",,37.683028,-122.097653,E,,,,,0
7,56711,"Aughinbaugh Way & Kofman Pkwy",,37.741713,-122.250125,E,,,,,0
5052,50133,"Appian Way & Corte Arrango",,37.973710,-122.301380,E,,,,,0
3391,57520,"Redwood Rd & Monterey Blvd",,37.798852,-122.190170,E,,,,,0
6173,52581,"14th Street NB",,37.804576,-122.270895,E,,,,,0
2059,54150,"14th Av & E 26th St",,37.796013,-122.234607,E,,,,,0
730,56044,"The Alameda & Hopkins St",,37.885764,-122.275142,E,,,,,0
1155,54570,"Mission Blvd & Nursery Av",,37.580997,-121.990784,E,,,,,0
2389,50152,"Alida St & Lincoln Av",,37.807079,-122.205859,E,,,,,0
716,51555,"Telegraph Av & Dwight Way",,37.864507,-122.258621,E,,,,,0
1614,57550,"Hesperian Blvd & Oliver Dr",,37.626815,-122.094016,E,,,,,0
5943,52196,"Bancroft Av & 136th Av",,37.715739,-122.140755,E,,,,,0
4548,55613,"Rumrill Blvd & Road 20",,37.965008,-122.353850,E,,,,,0
4515,58383,"El Portal Dr & Mission Bell Dr",,37.966565,-122.343229,E,,,,,0
2852,56263,"Golf Links Rd & Anza Av",,37.754762,-122.147413,E,,,,,0
2570,53190,"Coolidge Av & Morgan Av",,37.803287,-122.203816,E,,,,,0
5164,53202,"San Pablo Dam Rd & Pheasant Ln",,37.963271,-122.291824,E,,,,,0
4122,58600,"Tewksbury Av & Castro St",,37.928870,-122.386786,E,,,,,0
2863,58995,"Grand Av & Elwood Av",,37.813557,-122.246849,E,,,,,0
3216,59935,"Martin Luther King Jr Way & 31st St",,37.820725,-122.270819,E,,,,,0
2929,56369,"Heartwood Dr & Colton Blvd (East Jctn)",,37.833857,-122.201561,E,,,,,0
2543,56288,"College Av & Chabot Rd",,37.847199,-122.252132,E,,,,,0
6117,52843,"Fremont Blvd & Thornton Av",,37.560332,-122.011478,E,,,,,0
4301,53454,"Farnsworth St & Manor Blvd",,37.691010,-122.151944,E,,,,,0
920,51356,"San Pablo Av & Cutting Blvd (Del Norte BART)",,37.925038,-122.318029,E,,,,,0
969,55535,"San Pablo Av & 40th St",,37.831487,-122.279884,E,,,,,0
2011,57993,"105th Av & Graffian St",,37.738125,-122.168891,E,,,,,0
489,58389,"Grizzly Peak Blvd & Creston Rd (South-East Jctn)",,37.892478,-122.256431,E,,,,,0
3717,50474,"14th St & Peralta St",,37.811395,-122.293718,E,,,,,0
6141,52487,"77th Avenue",,37.758032,-122.184650,E,,,,,0
2167,55798,"35th Av & Victor Av",,37.798573,-122.192643,E,,,,,0
580,52995,"Piedmont Av & Bancroft Way",,37.869687,-122.252389,E,,,,,0
4024,52621,"Mc Bryde Av & Ventura St",,37.948191,-122.328039,E,,,,,0
1126,52120,"Grimmer Blvd & Yellowstone Park Dr",,37.513082,-121.965506,E,,,,,0
84,58177,"Marina Village Pkwy & Mariner Square Dr (N Jctn)",,37.788040,-122.275728,E,,,,,0
4313,56010,"Halcyon Dr & Oleander St",,37.701655,-122.135505,E,,,,,0
5953,52317,"Warm Springs Blvd & Warm Springs Ct",,37.496056,-121.933959,E,,,,,0
2740,56648,"Empire Rd & Cairo Rd",,37.734183,-122.194941,E,,,,,0
2844,51333,"Fruitvale BART",,37.775000,-122.224569,E,,,,,0
3454,55624,"Seminary Av & E 17th St",,37.766708,-122.197382,E,,,,,0
697,54165,"Spruce St & Halkin Ln",,37.897971,-122.269860,E,,,,,0
6101,52797,"Fremont BART",,37.557068,-121.975638,E,,,,,0
4378,55493,"Spruce St & Juniper St",,37.698888,-122.161325,E,,,,,0
27,56758,"Encinal Av & Benton St",,37.770259,-122.261727,E,,,,,0
2876,56442,"Grand Av & Staten Av",,37.808686,-122.254073,E,,,,,0
3562,55136,"Telegraph Av & 62nd St",,37.847860,-122.260719,E,,,,,0
4060,53521,"Regatta Blvd & Northshore Dr",,37.917438,-122.353579,E,,,,,0
44,59772,"Fernside Blvd & High St",,37.763684,-122.226485,E,,,,,0
2798,59455,"Foothill Blvd & 6th Av",,37.796310,-122.251058,E,,,,,0
4092,56994,"S 47th St & Cypress Av",,37.919806,-122.326412,E,,,,,0
852,59882,"Colusa Av & Lynn Av",,37.900865,-122.288409,E,,,,,0
4518,54579,"John Av & Giant Hwy",,37.979269,-122.352557,E,,,,,0
5060,57731,"Appian Way & Santa Rita Rd",,37.969494,-122.307475,E,,,,,0
3040,59561,"1789 Leimert Blvd",,37.812526,-122.210663,E,,,,,0
127,51170,"Robert Davey Jr Dr & Channing Way",,37.743177,-122.248248,E,,,,,0
25,58996,"Challenger Dr & Atlantic Av",,37.781464,-122.270789,E,,,,,0
1883,59511,"Cedar Blvd & Joaquin Murieta Av",,37.520773,-121.996252,E,,,,,0
5028,52348,"Grant Av &  Via Nueva",,37.675037,-122.147034,E,,,,,0
4565,58111,"San Pablo Av & Tulare Av",,37.951461,-122.332904,E,,,,,0
980,51627,"40th St & San Pablo Av",,37.831256,-122.279337,E,,,,,0
990,58551,"Alvarado Blvd & Falcon Dr",,37.584580,-122.060671,E,,,,,0
1837,56443,"East Av & Hayward High School",,37.672531,-122.069127,E,,,,,0
799,58978,"Redwood Rd & Mabel Av",,37.703483,-122.074161,E,,,,,0
1176,57880,"Mowry Av & Argonaut Way",,37.545961,-121.990312,E,,,,,0
1532,56125,"D St & Kings Ct",,37.676260,-122.070573,E,,,,,0
3963,55742,"Harbour Way & Roosevelt Av",,37.939862,-122.359922,E,,,,,0
2070,54177,"14th St & Brush St",,37.807320,-122.279249,E,,,,,0
2947,53833,"High St & Brookdale Av",,37.782406,-122.204431,E,,,,,0
4487,53590,"Broadway Av & 20th St",,37.969243,-122.346059,E,,,,,0
1055,52730,"Fremont Blvd & Crestwood St",,37.516913,-121.954208,E,,,,,0
2034,53334,"11th St & Franklin St",,37.801544,-122.270868,E,,,,,0
2753,56096,"Florence Av & Modoc Av",,37.839102,-122.228335,E,,,,,0
3032,59160,"Lakeshore Av & Park Ln",,37.815907,-122.232836,E,,,,,0
2115,58757,"23rd Av & E 29th St",,37.795378,-122.226068,E,,,,,0
3602,54558,"Santa Clara Av & Harrison St",,37.819715,-122.253948,E,,,,,0
3047,51360,"Leimert Blvd & Carter St",,37.816172,-122.209138,E,,,,,0
2108,59957,"23rd Av & E 21st St",,37.788900,-122.231576,E,,,,,0
1861,54423,"Hesperian Blvd & Industrial Blvd",,37.615864,-122.087728,E,,,,,0
1459,55289,"B St & 3rd St",,37.676356,-122.077944,E,,,,,0
2503,52015,"Broadway & Brookside Av (College Preparatory Sch.)",,37.848905,-122.241199,E,,,,,0
4750,52343,"Castro Valley Blvd & Santa Maria Av",,37.695448,-122.078487,E,,,,,0
967,51990,"San Pablo Av & 47th St (Emeryville High School)",,37.835263,-122.281379,E,,,,,0
2467,57970,"Broadway Ter & Taurus Av",,37.841840,-122.216948,E,,,,,0
1363,53505,"Warm Springs Blvd & Mayten Way",,37.470600,-121.918278,E,,,,,0
5261,51247,"Fruitvale Av & E 18th St",,37.782210,-122.223446,E,,,,,0
2291,50883,"85th Av & E St",,37.750165,-122.183710,E,,,,,0
2046,55901,"13th Av & E 27th St",,37.798318,-122.236010,E,,,,,0
5305,51404,"W MacArthur Blvd & Howe St",,37.823905,-122.257811,E,,,,,0
378,57228,"Claremont Av & Eton Ct",,37.852177,-122.249954,E,,,,,0
4722,55869,"Bockman Rd & Bandoni Av",,37.670027,-122.138139,E,,,,,0
3638,55008,"MacArthur Blvd & High St",,37.786981,-122.194607,E,,,,,0
5168,53216,"San Pablo Dam Rd & Valley View Rd",,37.960485,-122.283655,E,,,,,0
2773,54448,"Foothill Blvd & 23rd Av",,37.785173,-122.234324,E,,,,,0
5207,50908,"Paseo Padre Pkwy at Rayley's",,37.553178,-121.979997,E,,,,,0
459,59756,"Euclid Av & Poplar St",,37.897656,-122.266888,E,,,,,0
3318,52760,"Oakland Av & 29th St",,37.815799,-122.258146,E,,,,,0
6154,52514,"28th Avenue",,37.780067,-122.230334,E,,,,,0
5270,51274,"Fruitvale Av & Lynde St",,37.791338,-122.219832,E,,,,,0
4617,54720,"Decoto Rd & Clover St (Royal Ann Dr)",,37.580556,-122.023761,E,,,,,0
1554,55719,"Evergreen St & Regal Av",,37.644893,-122.087130,E,,,,,0
2322,55471,"90th Av & Plymouth St",,37.751282,-122.170984,E,,,,,0
130,55024,"Robert Davey Jr Dr & Oyster Pond Rd",,37.742432,-122.245107,E,,,,,0
2815,55882,"Foothill Blvd & Vicksburg Av",,37.772720,-122.202800,E,,,,,0
