service_id,date,exception_type,exception_note,schedule_type
76360-1111111-0,20220207,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220207,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220207,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220207,1,FINAL,WD
76276-1111100-0,20220207,1,FINAL,WD
76279-1111100-0,20220207,1,FINAL,WD
76280-1111100-0,20220207,1,FINAL,WD
7628019-1111100-19,20220207,1,FINAL Southwestern College,WD
7628029-1111100-29,20220207,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220207,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220207,1,FINAL,WD
76183-1111100-0,20220207,1,FINAL,WD
761837-1111100-7,20220207,1,FINAL Rural 888,WD
76344-1111100-0,20220207,1,PRODUCTION,WD
7634421-1111100-21,20220207,1,PRODUCTION UCSD,WD
76364-1111100-0,20220207,1,Schedule #119,WD
76360-1111111-0,20220208,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220208,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220208,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220208,1,FINAL,WD
76276-1111100-0,20220208,1,FINAL,WD
76279-1111100-0,20220208,1,FINAL,WD
76280-1111100-0,20220208,1,FINAL,WD
7628019-1111100-19,20220208,1,FINAL Southwestern College,WD
7628029-1111100-29,20220208,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220208,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220208,1,FINAL,WD
76183-1111100-0,20220208,1,FINAL,WD
76344-1111100-0,20220208,1,PRODUCTION,WD
7634421-1111100-21,20220208,1,PRODUCTION UCSD,WD
76364-1111100-0,20220208,1,Schedule #119,WD
76360-1111111-0,20220209,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220209,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220209,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220209,1,FINAL,WD
76276-1111100-0,20220209,1,FINAL,WD
76279-1111100-0,20220209,1,FINAL,WD
76280-1111100-0,20220209,1,FINAL,WD
7628019-1111100-19,20220209,1,FINAL Southwestern College,WD
7628029-1111100-29,20220209,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220209,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220209,1,FINAL,WD
76183-1111100-0,20220209,1,FINAL,WD
76344-1111100-0,20220209,1,PRODUCTION,WD
7634421-1111100-21,20220209,1,PRODUCTION UCSD,WD
76364-1111100-0,20220209,1,Schedule #119,WD
76360-1111111-0,20220210,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220210,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220210,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220210,1,FINAL,WD
76276-1111100-0,20220210,1,FINAL,WD
76279-1111100-0,20220210,1,FINAL,WD
76280-1111100-0,20220210,1,FINAL,WD
7628019-1111100-19,20220210,1,FINAL Southwestern College,WD
7628029-1111100-29,20220210,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220210,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220210,1,FINAL,WD
76183-1111100-0,20220210,1,FINAL,WD
7618311-1111100-11,20220210,1,FINAL Rural 892,WD
76344-1111100-0,20220210,1,PRODUCTION,WD
7634421-1111100-21,20220210,1,PRODUCTION UCSD,WD
76364-1111100-0,20220210,1,Schedule #119,WD
76360-1111111-0,20220211,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220211,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220211,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220211,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220211,1,FINAL,WD
76276-1111100-0,20220211,1,FINAL,WD
76279-1111100-0,20220211,1,FINAL,WD
76280-1111100-0,20220211,1,FINAL,WD
7628019-1111100-19,20220211,1,FINAL Southwestern College,WD
7628029-1111100-29,20220211,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220211,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220211,1,FINAL,WD
76183-1111100-0,20220211,1,FINAL,WD
761837-1111100-7,20220211,1,FINAL Rural 888,WD
761839-1111100-9,20220211,1,FINAL Rural 891,WD
76344-1111100-0,20220211,1,PRODUCTION,WD
7634421-1111100-21,20220211,1,PRODUCTION UCSD,WD
76364-1111100-0,20220211,1,Schedule #119,WD
76360-1111111-0,20220212,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220212,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220212,1,FINAL,SA
76274-0000010-0,20220212,1,FINAL,SA
76281-0000010-0,20220212,1,FINAL,SA
76365-0000010-0,20220212,1,Schedule #119,SA
76346-0000010-0,20220212,1,PRODUCTION,SA
76360-1111111-0,20220213,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220213,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220213,1,FINAL,SU
76282-0000001-0,20220213,1,FINAL,SU
76348-0000001-0,20220213,1,PRODUCTION,SU
76366-0000001-0,20220213,1,Schedule #119,SU
76360-1111111-0,20220214,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220214,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220214,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220214,1,FINAL,WD
76276-1111100-0,20220214,1,FINAL,WD
76279-1111100-0,20220214,1,FINAL,WD
76280-1111100-0,20220214,1,FINAL,WD
7628019-1111100-19,20220214,1,FINAL Southwestern College,WD
7628029-1111100-29,20220214,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220214,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220214,1,FINAL,WD
76183-1111100-0,20220214,1,FINAL,WD
761837-1111100-7,20220214,1,FINAL Rural 888,WD
76344-1111100-0,20220214,1,PRODUCTION,WD
7634421-1111100-21,20220214,1,PRODUCTION UCSD,WD
76364-1111100-0,20220214,1,Schedule #119,WD
76360-1111111-0,20220215,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220215,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220215,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220215,1,FINAL,WD
76276-1111100-0,20220215,1,FINAL,WD
76279-1111100-0,20220215,1,FINAL,WD
76280-1111100-0,20220215,1,FINAL,WD
7628019-1111100-19,20220215,1,FINAL Southwestern College,WD
7628029-1111100-29,20220215,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220215,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220215,1,FINAL,WD
76183-1111100-0,20220215,1,FINAL,WD
76344-1111100-0,20220215,1,PRODUCTION,WD
7634421-1111100-21,20220215,1,PRODUCTION UCSD,WD
76364-1111100-0,20220215,1,Schedule #119,WD
76360-1111111-0,20220216,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220216,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220216,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220216,1,FINAL,WD
76276-1111100-0,20220216,1,FINAL,WD
76279-1111100-0,20220216,1,FINAL,WD
76280-1111100-0,20220216,1,FINAL,WD
7628019-1111100-19,20220216,1,FINAL Southwestern College,WD
7628029-1111100-29,20220216,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220216,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220216,1,FINAL,WD
76183-1111100-0,20220216,1,FINAL,WD
76344-1111100-0,20220216,1,PRODUCTION,WD
7634421-1111100-21,20220216,1,PRODUCTION UCSD,WD
76364-1111100-0,20220216,1,Schedule #119,WD
76360-1111111-0,20220217,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220217,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220217,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220217,1,FINAL,WD
76276-1111100-0,20220217,1,FINAL,WD
76279-1111100-0,20220217,1,FINAL,WD
76280-1111100-0,20220217,1,FINAL,WD
7628019-1111100-19,20220217,1,FINAL Southwestern College,WD
7628029-1111100-29,20220217,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220217,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220217,1,FINAL,WD
76183-1111100-0,20220217,1,FINAL,WD
7618311-1111100-11,20220217,1,FINAL Rural 892,WD
76344-1111100-0,20220217,1,PRODUCTION,WD
7634421-1111100-21,20220217,1,PRODUCTION UCSD,WD
76364-1111100-0,20220217,1,Schedule #119,WD
76360-1111111-0,20220218,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220218,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220218,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220218,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220218,1,FINAL,WD
76276-1111100-0,20220218,1,FINAL,WD
76279-1111100-0,20220218,1,FINAL,WD
76280-1111100-0,20220218,1,FINAL,WD
76277-1111100-0,20220218,1,FINAL,WD
76183-1111100-0,20220218,1,FINAL,WD
761837-1111100-7,20220218,1,FINAL Rural 888,WD
761839-1111100-9,20220218,1,FINAL Rural 891,WD
76344-1111100-0,20220218,1,PRODUCTION,WD
7634421-1111100-21,20220218,1,PRODUCTION UCSD,WD
76364-1111100-0,20220218,1,Schedule #119,WD
76360-1111111-0,20220219,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220219,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220219,1,FINAL,SA
76274-0000010-0,20220219,1,FINAL,SA
76281-0000010-0,20220219,1,FINAL,SA
76346-0000010-0,20220219,1,PRODUCTION,SA
76365-0000010-0,20220219,1,Schedule #119,SA
76360-1111111-0,20220220,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220220,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220220,1,FINAL,SU
76282-0000001-0,20220220,1,FINAL,SU
76348-0000001-0,20220220,1,PRODUCTION,SU
76366-0000001-0,20220220,1,Schedule #119,SU
76360-1111111-0,20220221,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220221,1,Coronado Ferry - M-F with Events,WD
76339-0000010-0,20220221,1,FINAL - PRESIDENT'S DAY,ERRdow
76338-0000010-0,20220221,1,FINAL - PRESIDENT'S DAY,ERRdow
76340-0000010-0,20220221,1,FINAL - PRESIDENT'S DAY,ERRdow
76341-1111100-0,20220221,1,FINAL - PRESIDENT'S DAY,ERRdow
76347-0000010-0,20220221,1,PRODUCTION - PRESIDENT'S DAY  (SAT),ERRdow
76365-0000010-0,20220221,1,Schedule #119,SA
76360-1111111-0,20220222,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220222,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220222,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220222,1,FINAL,WD
76276-1111100-0,20220222,1,FINAL,WD
76279-1111100-0,20220222,1,FINAL,WD
76280-1111100-0,20220222,1,FINAL,WD
7628019-1111100-19,20220222,1,FINAL Southwestern College,WD
7628029-1111100-29,20220222,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220222,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220222,1,FINAL,WD
76183-1111100-0,20220222,1,FINAL,WD
761837-1111100-7,20220222,1,FINAL Rural 888,WD
76344-1111100-0,20220222,1,PRODUCTION,WD
7634421-1111100-21,20220222,1,PRODUCTION UCSD,WD
76364-1111100-0,20220222,1,Schedule #119,WD
76360-1111111-0,20220223,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220223,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220223,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220223,1,FINAL,WD
76276-1111100-0,20220223,1,FINAL,WD
76279-1111100-0,20220223,1,FINAL,WD
76280-1111100-0,20220223,1,FINAL,WD
7628019-1111100-19,20220223,1,FINAL Southwestern College,WD
7628029-1111100-29,20220223,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220223,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220223,1,FINAL,WD
76183-1111100-0,20220223,1,FINAL,WD
76344-1111100-0,20220223,1,PRODUCTION,WD
7634421-1111100-21,20220223,1,PRODUCTION UCSD,WD
76364-1111100-0,20220223,1,Schedule #119,WD
76360-1111111-0,20220224,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220224,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220224,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220224,1,FINAL,WD
76276-1111100-0,20220224,1,FINAL,WD
76279-1111100-0,20220224,1,FINAL,WD
76280-1111100-0,20220224,1,FINAL,WD
7628019-1111100-19,20220224,1,FINAL Southwestern College,WD
7628029-1111100-29,20220224,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220224,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220224,1,FINAL,WD
76183-1111100-0,20220224,1,FINAL,WD
7618311-1111100-11,20220224,1,FINAL Rural 892,WD
76344-1111100-0,20220224,1,PRODUCTION,WD
7634421-1111100-21,20220224,1,PRODUCTION UCSD,WD
76364-1111100-0,20220224,1,Schedule #119,WD
76360-1111111-0,20220225,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220225,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220225,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220225,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220225,1,FINAL,WD
76276-1111100-0,20220225,1,FINAL,WD
76279-1111100-0,20220225,1,FINAL,WD
76280-1111100-0,20220225,1,FINAL,WD
7628019-1111100-19,20220225,1,FINAL Southwestern College,WD
7628029-1111100-29,20220225,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220225,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220225,1,FINAL,WD
76183-1111100-0,20220225,1,FINAL,WD
761837-1111100-7,20220225,1,FINAL Rural 888,WD
761839-1111100-9,20220225,1,FINAL Rural 891,WD
76344-1111100-0,20220225,1,PRODUCTION,WD
7634421-1111100-21,20220225,1,PRODUCTION UCSD,WD
76364-1111100-0,20220225,1,Schedule #119,WD
76360-1111111-0,20220226,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220226,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220226,1,FINAL,SA
76274-0000010-0,20220226,1,FINAL,SA
76281-0000010-0,20220226,1,FINAL,SA
76346-0000010-0,20220226,1,PRODUCTION,SA
76365-0000010-0,20220226,1,Schedule #119,SA
76360-1111111-0,20220227,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220227,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220227,1,FINAL,SU
76282-0000001-0,20220227,1,FINAL,SU
76348-0000001-0,20220227,1,PRODUCTION,SU
76366-0000001-0,20220227,1,Schedule #119,SU
76360-1111111-0,20220228,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220228,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220228,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220228,1,FINAL,WD
76276-1111100-0,20220228,1,FINAL,WD
76279-1111100-0,20220228,1,FINAL,WD
76280-1111100-0,20220228,1,FINAL,WD
7628019-1111100-19,20220228,1,FINAL Southwestern College,WD
7628029-1111100-29,20220228,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220228,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220228,1,FINAL,WD
76183-1111100-0,20220228,1,FINAL,WD
761837-1111100-7,20220228,1,FINAL Rural 888,WD
76344-1111100-0,20220228,1,PRODUCTION,WD
7634421-1111100-21,20220228,1,PRODUCTION UCSD,WD
76364-1111100-0,20220228,1,Schedule #119,WD
76360-1111111-0,20220301,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220301,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220301,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220301,1,FINAL,WD
76276-1111100-0,20220301,1,FINAL,WD
76279-1111100-0,20220301,1,FINAL,WD
76280-1111100-0,20220301,1,FINAL,WD
7628019-1111100-19,20220301,1,FINAL Southwestern College,WD
7628029-1111100-29,20220301,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220301,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220301,1,FINAL,WD
76183-1111100-0,20220301,1,FINAL,WD
76344-1111100-0,20220301,1,PRODUCTION,WD
7634421-1111100-21,20220301,1,PRODUCTION UCSD,WD
76364-1111100-0,20220301,1,Schedule #119,WD
76360-1111111-0,20220302,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220302,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220302,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220302,1,FINAL,WD
76276-1111100-0,20220302,1,FINAL,WD
76279-1111100-0,20220302,1,FINAL,WD
76280-1111100-0,20220302,1,FINAL,WD
7628019-1111100-19,20220302,1,FINAL Southwestern College,WD
7628029-1111100-29,20220302,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220302,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220302,1,FINAL,WD
76183-1111100-0,20220302,1,FINAL,WD
76344-1111100-0,20220302,1,PRODUCTION,WD
7634421-1111100-21,20220302,1,PRODUCTION UCSD,WD
76364-1111100-0,20220302,1,Schedule #119,WD
76360-1111111-0,20220303,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220303,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220303,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220303,1,FINAL,WD
76276-1111100-0,20220303,1,FINAL,WD
76279-1111100-0,20220303,1,FINAL,WD
76280-1111100-0,20220303,1,FINAL,WD
7628019-1111100-19,20220303,1,FINAL Southwestern College,WD
7628029-1111100-29,20220303,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220303,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220303,1,FINAL,WD
76183-1111100-0,20220303,1,FINAL,WD
7618311-1111100-11,20220303,1,FINAL Rural 892,WD
76344-1111100-0,20220303,1,PRODUCTION,WD
7634421-1111100-21,20220303,1,PRODUCTION UCSD,WD
76364-1111100-0,20220303,1,Schedule #119,WD
76360-1111111-0,20220304,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220304,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220304,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220304,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220304,1,FINAL,WD
76276-1111100-0,20220304,1,FINAL,WD
76279-1111100-0,20220304,1,FINAL,WD
76280-1111100-0,20220304,1,FINAL,WD
7628019-1111100-19,20220304,1,FINAL Southwestern College,WD
7628029-1111100-29,20220304,1,FINAL San Ysidro High School,WD
76277-1111100-0,20220304,1,FINAL,WD
76183-1111100-0,20220304,1,FINAL,WD
761837-1111100-7,20220304,1,FINAL Rural 888,WD
761839-1111100-9,20220304,1,FINAL Rural 891,WD
76344-1111100-0,20220304,1,PRODUCTION,WD
7634421-1111100-21,20220304,1,PRODUCTION UCSD,WD
76364-1111100-0,20220304,1,Schedule #119,WD
76360-1111111-0,20220305,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220305,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220305,1,FINAL,SA
76274-0000010-0,20220305,1,FINAL,SA
76281-0000010-0,20220305,1,FINAL,SA
76346-0000010-0,20220305,1,PRODUCTION,SA
76365-0000010-0,20220305,1,Schedule #119,SA
76360-1111111-0,20220306,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220306,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220306,1,FINAL,SU
76282-0000001-0,20220306,1,FINAL,SU
76348-0000001-0,20220306,1,PRODUCTION,SU
76366-0000001-0,20220306,1,Schedule #119,SU
76360-1111111-0,20220307,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220307,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220307,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220307,1,FINAL,WD
76276-1111100-0,20220307,1,FINAL,WD
76279-1111100-0,20220307,1,FINAL,WD
76280-1111100-0,20220307,1,FINAL,WD
7628019-1111100-19,20220307,1,FINAL Southwestern College,WD
7628029-1111100-29,20220307,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220307,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220307,1,FINAL,WD
76183-1111100-0,20220307,1,FINAL,WD
761837-1111100-7,20220307,1,FINAL Rural 888,WD
76344-1111100-0,20220307,1,PRODUCTION,WD
7634421-1111100-21,20220307,1,PRODUCTION UCSD,WD
76364-1111100-0,20220307,1,Schedule #119,WD
76360-1111111-0,20220308,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220308,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220308,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220308,1,FINAL,WD
76276-1111100-0,20220308,1,FINAL,WD
76279-1111100-0,20220308,1,FINAL,WD
76280-1111100-0,20220308,1,FINAL,WD
7628019-1111100-19,20220308,1,FINAL Southwestern College,WD
7628029-1111100-29,20220308,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220308,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220308,1,FINAL,WD
76183-1111100-0,20220308,1,FINAL,WD
76344-1111100-0,20220308,1,PRODUCTION,WD
7634421-1111100-21,20220308,1,PRODUCTION UCSD,WD
76364-1111100-0,20220308,1,Schedule #119,WD
76360-1111111-0,20220309,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220309,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220309,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220309,1,FINAL,WD
76276-1111100-0,20220309,1,FINAL,WD
76279-1111100-0,20220309,1,FINAL,WD
76280-1111100-0,20220309,1,FINAL,WD
7628019-1111100-19,20220309,1,FINAL Southwestern College,WD
7628029-1111100-29,20220309,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220309,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220309,1,FINAL,WD
76183-1111100-0,20220309,1,FINAL,WD
76344-1111100-0,20220309,1,PRODUCTION,WD
7634421-1111100-21,20220309,1,PRODUCTION UCSD,WD
76364-1111100-0,20220309,1,Schedule #119,WD
76360-1111111-0,20220310,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220310,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220310,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220310,1,FINAL,WD
76276-1111100-0,20220310,1,FINAL,WD
76279-1111100-0,20220310,1,FINAL,WD
76280-1111100-0,20220310,1,FINAL,WD
7628019-1111100-19,20220310,1,FINAL Southwestern College,WD
7628029-1111100-29,20220310,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220310,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220310,1,FINAL,WD
76183-1111100-0,20220310,1,FINAL,WD
7618311-1111100-11,20220310,1,FINAL Rural 892,WD
76344-1111100-0,20220310,1,PRODUCTION,WD
7634421-1111100-21,20220310,1,PRODUCTION UCSD,WD
76364-1111100-0,20220310,1,Schedule #119,WD
76360-1111111-0,20220311,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220311,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220311,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20220311,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
76278-1111100-0,20220311,1,FINAL,WD
76276-1111100-0,20220311,1,FINAL,WD
76279-1111100-0,20220311,1,FINAL,WD
76280-1111100-0,20220311,1,FINAL,WD
7628019-1111100-19,20220311,1,FINAL Southwestern College,WD
7628029-1111100-29,20220311,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220311,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220311,1,FINAL,WD
76183-1111100-0,20220311,1,FINAL,WD
761837-1111100-7,20220311,1,FINAL Rural 888,WD
761839-1111100-9,20220311,1,FINAL Rural 891,WD
76344-1111100-0,20220311,1,PRODUCTION,WD
7634421-1111100-21,20220311,1,PRODUCTION UCSD,WD
76364-1111100-0,20220311,1,Schedule #119,WD
76360-1111111-0,20220312,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20220312,1,Coronado Ferry - Sat,SA
76275-0000010-0,20220312,1,FINAL,SA
76274-0000010-0,20220312,1,FINAL,SA
76281-0000010-0,20220312,1,FINAL,SA
76346-0000010-0,20220312,1,PRODUCTION,SA
76365-0000010-0,20220312,1,Schedule #119,SA
76360-1111111-0,20220313,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20220313,1,Coronado Ferry - Sun,SU
76273-0000001-0,20220313,1,FINAL,SU
76282-0000001-0,20220313,1,FINAL,SU
76348-0000001-0,20220313,1,PRODUCTION,SU
76366-0000001-0,20220313,1,Schedule #119,SU
76360-1111111-0,20220314,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220314,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220314,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220314,1,FINAL,WD
76276-1111100-0,20220314,1,FINAL,WD
76279-1111100-0,20220314,1,FINAL,WD
76280-1111100-0,20220314,1,FINAL,WD
7628019-1111100-19,20220314,1,FINAL Southwestern College,WD
7628029-1111100-29,20220314,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220314,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220314,1,FINAL,WD
76183-1111100-0,20220314,1,FINAL,WD
761837-1111100-7,20220314,1,FINAL Rural 888,WD
76344-1111100-0,20220314,1,PRODUCTION,WD
76364-1111100-0,20220314,1,Schedule #119,WD
76360-1111111-0,20220315,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20220315,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20220315,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
76278-1111100-0,20220315,1,FINAL,WD
76276-1111100-0,20220315,1,FINAL,WD
76279-1111100-0,20220315,1,FINAL,WD
76280-1111100-0,20220315,1,FINAL,WD
7628019-1111100-19,20220315,1,FINAL Southwestern College,WD
7628029-1111100-29,20220315,1,FINAL San Ysidro High School,WD
7628051-1111100-51,20220315,1,FINAL San Ysidro HIgh School,WD
76277-1111100-0,20220315,1,FINAL,WD
76183-1111100-0,20220315,1,FINAL,WD
76344-1111100-0,20220315,1,PRODUCTION,WD
76364-1111100-0,20220315,1,Schedule #119,WD
